abstract,label
"The performance in solid waste and wastewater management is poorer in smaller cities. For example, only 5% of Class IV and V cities meet the national wastewater treatment criteria. Addressing this challenge necessitates the timely application of a clear and workable urban policy framework. A key to “getting cities right” is a holistic and integrated approach to urban challenges and policies.",ENVIROTECH
"This paper examines whether state governments perform systematically less environmental enforcement of facilities in communities with higher minority and low-income populations. Although this is an important claim made by environmental justice advocates, it has received little attention in the scholarly literature. Specifically, I analyze state regulatory enforcement of three U.S. pollution control laws—the Clean Air Act, the Clean Water Act, and the Resource Conservation and Recovery Act—over the period 1985–2000. To test for disparities in enforcement, I estimate a series of count models and find strong evidence across each of the three environmental laws that states perform less enforcement in poor counties, but little evidence of race-based inequities. © 2009 by the Association for Public Policy Analysis and Management.",ENVIROTECH
"When products from sustainably managed forests replace products from nonrenewable resources, this may reduce carbon emissions, particularly in the case of energy intensive materials such as steel or concrete. Substitution of nonrenewable energy sources by renewable energies reduces carbon emissions. However, for both products and energy, the carbon benefit of substitution varies widely according to the pathway chosen, and must be analysed in detail using Life Cycle Assessment (LCA). The time profile of carbon emissions, with a large emission at harvest, compensated by gradual sequestration over the rotation is also an issue.",CLEAN_ENERGY
"The OECD study by Sauvage (2014) indicates that, in 2011, 9% of global trade in environmental goods concerned those related to the management of solid and hazardous waste and recycling systems. To this end, international trade could possibly contribute to the transition towards a circular economy. The magnitude of such effects could be further investigated.",ENVIROTECH
"Health-care spending was 6.1% of GDP in 2008 (the latest year for which data is available) compared to an average of 9.3% of GDP across OECD countries in 2011. This translates to health spending of USD 906 per person (adjusted for PPP) in Turkey, roughly one quarter of the USD PPP 3 322 spent on average among OECD countries in 2011 (Figure 4.1). While spending increased across all major categories of health-care providers, hospitals and the retail sale of medical goods (pharmaceuticals, optical, hearing and medical aids and appliances), sustained growth rates of 11% and 5% a year respectively between 2003 and 2008.",MEDTECH
"The concept of scale politics offers historians a useful framework for analyzing the connections between environment and health. This essay examines the public health campaign around emerging diseases during the 1990s, particularly the ways in which different actors employed scale in geographic and political representations, how they configured cause, consequence, and intervention at different scales, and the moments at which they shifted between different scales in the presentation of their arguments. Biomedical scientists, the mass media, and public health and national security experts contributed to this campaign, exploiting Americans' ambivalence about globalization and the role of modernity in the production of new risks, framing them in terms that made particular interventions appear necessary, logical, or practical.",MEDTECH
"In general, as economic development levels increase and/or the domestic financial systems mature, finance tends to be delivered through multilateral channels. However, a range of other factors also affect delivery of climate finance, such as geopolitical interests and historical relationship with finance providers. Given the data present a snapshot of 2013 and 2014, a few large-scale projects committed during the period could distort the overall picture. For instance, Armenia (e.g. infrastructure in energy, water and agriculture sectors supported by Germany) and Uzbekistan (e.g. large-scale power plants supported by Japan) receive a large portion of finance through bilateral channels.",AGRITECH
"Hence, the Penang clusters have not achieved R&D intensities comparable to Korea and Taiwan. In the last decades, Penang’s output share to the nation’s agriculture fell from less than 4% in 1975 to less than 2% by 2006. Since the 1970s, the region has been seen as an industrial centre for the country with dynamic economy and free trade zones (FTZ) that encouraged foreign investment in export-oriented activities. The first FTZ was established in Bayan Lepas in 1971.",AGRITECH
"Each of these three dimensions works interdependent^ with the others and influences the overall impact of a capacity development intervention. Capacities need to be strengthened at the individual level, the organizational level and at the level of the enabling environment."" Female farmers and the use of ICTs for agriculture In Uganda: experiences from WOUGNET.",AGRITECH
"It also includes maintenance and capital renovation of state and municipal institutions of the public health system and the purchase of medical equipment. The Federal General Prosecutor’s Office has checked the tenders for buying equipment under the NPPH. They revealed that the prices in tenders were unjustifiably high, often by as much as 50%. For example, during the last three years RUB 3 billion were spent on new tomographic scanners.",MEDTECH
"China and India’s GDP are projected to grow by nearly 8%and 6.6% per annum, respectively. Agricultural trade is estimated to have declined sharply in 2009, along with general merchandise trade, and is expected to bounce back sharply from the beginning of the Outlook in 2010 and continue to grow in following years. Only slow population growth of 0.4% per annum is expected in the OECD area. Higher growth is expected in the developing countries, with the population of Africa as a whole growing at over 2% per annum. Continuing urbanisation trends and rising per capita incomes, emerging large middle classes and underlying population demographics collectively reinforce higher food demand in these countries.",AGRITECH
"Pharmaceuticals (on the PBS) are provided to patients of Aboriginal Health Services at the time of consultations and at no cost to the patient, by a suitably qualified and approved health professional, in accordance with state law. Pregnant women are exempted for inpatient and outpatient care related to the pregnancy. Children under 4 only pay EUR 1.30 per prescription medicine and no co-insurance.",MEDTECH
"By doing this for all treated farmers and taking the average of these differences, the average causal effect of the AES on participating farmers (i.e. the average effect of treatment on the treated - ATT) can be estimated (OECD, 2012). Stated otherwise, matching assumes that similarity in the observed characteristics translates into similarity in unobservable characteristics, correlated with the outcome and the biodiversity policy assignment, or that such unobservables are negligible sources of bias (Miteva, 2012). There may also be unobservables, as mentioned earlier, such as motivation or environmental awareness that may influence e.g., a farmer’s decision to participate in an AES.",AGRITECH
"Sands or flotation tailings are pushed into a disposal area. Approximately 88 per cent of the treated tonnage is stored. The method for storing flotation tailings still consists in moving the largest particles so that they build and thicken the retaining wall, thereby creating a large enough decantation zone so that the wastewater can be clarified before it is recycled.",ENVIROTECH
"The public sector has a vital role to play in providing the environment and infrastructure which would enable and promote action by the private sector. For example, government has an important role to play, in reforming fossil fuel subsidies or simply in helping to raise awareness of the costs and benefits of potential investment decisions. This would result in a win-win situation, with reduced costs for the private sector, combined with the social benefits from improved energy efficiency. The key drivers of green growth -namely investment and innovation - require the creation of enabling policy frameworks in which private sector-led and collaborative investment and innovation initiatives can thrive”. (",CLEAN_ENERGY
"But an increase in investment in 3G and (in time) LTE mobile infrastructure is expected to drive growth and increase service penetration, leading to the higher revenues depicted in Figure 2.2. Aided by increasing gross domestic produce (GDP) per capita, economies such as China, Brazil and India are expected to see increased revenue growth - driven mainly by investment in mobile infrastructure and mobile broadband services. Mobile operators have been making significant investments in LTE networks and offering attractive mobile data services and applications. As a result, revenue growth will come from higher consumer spending.",DIGITAL_INFRA
"It has a major potential role in reducing poverty and contributing to green growth. Green growth issues in aquaculture differ from those in fisheries and the role and sphere of policy is different. A major concern for green growth in aquaculture is the stress it creates on feed resources, as aquaculture is the biggest fishmeal and fish oil consumer in the world.",AGRITECH
"In Italy, financial resources were devoted to boost innovation in radiotherapy, especially in the southern regions in 2007, but the inequality in availability of medical technologies has not been fully resolved. The density is above-average for both diagnostic and treatment devices in the United States and Switzerland and below-average for all medical devices in Estonia, Hungary, Israel, Poland, Slovenia, Spain, Turkey and the United Kingdom. Greece, Italy, Japan and Korea have high densities of diagnostic equipment but below-average densities for radiotherapy equipment, and the Czech Republic, France and the Slovak Republic, with below-average densities of diagnostic equipment, have high densities of therapeutic equipment.",MEDTECH
"This kind of system has been used successfully in Norway over a decade. As trees grow they continuously sequester carbon from the atmosphere. As cellulose, hemicellulose, lignin and other wood and bark components will be used for new purposes carbon can be stored for longer times in plastics and fabrics, and for shorter times in pharmaceutical products, chemicals, food and beverages, and so on.",MEDTECH
"Table 5.1 provides a summary of the main sectors involved, the types of plastic products or waste and the typical entry points to the ocean. Losses from this sector are unquantified but can be expected to be relatively low, provided good waste management practices are followed. However, losses may be much greater from poorly-managed municipal facilities and the informal waste recycling sectors.",ENVIROTECH
"This research aimed to examine the role of collective emotions in the process of political solidarity within the context of debate about reparations for the 1921 Tulsa Race Riot. Analysis of interview data (n = 12) illustrates the creative and flexible ways that White allies delegitimize authority inaction and legitimize majority support for action through strategic use of social categories and collective emotions in their talk about the riot and reparations. Results are interpreted to suggest that allies’ efforts to change the hearts and minds of the majority focus on messages that appeal to, strengthen, and validate valued dimensions of majority social identity. These findings expand our understanding of the discursive aspects of political solidarity and the processes that affect social change on social issues related to minority group interests.",DIGITAL_INFRA
"In addition, machine learning can support R&D cost reductions of between 10 and 15 per cent and time-to-market improvements of up to 10 per cent, while automation rates of 30 per cent are possible across functions (McKinsey, 2017a). Data are often referred to as ""the new oil"", presenting substantial revenue opportunities for businesses within and beyond the ICT sector. Most industries are investing in turning the massive amount of data flowing from loT sensors, industrial meters, connected devices, smartphones, wearables, and any kind of web-based services, into actionable insights.",MANUFACTURING
"With additional high-speed backhaul infrastructure in place, it should make it cheaper to extend mobile broadband coverage into more rural zones. This in turn should increase demand resulting in lower mobile broadband prices. Integrated report for the year ended 31 December 2016. Figure for Rwanda from RURA. Statistics and Tariff Information in Telecom, Media and Postal Service as of the Fourth Quarter 2016.",DIGITAL_INFRA
"Where development negatively affects the level of tangible ecosystem services such as water purification or the level of forest products for local stakeholders, offset schemes sometimes provide compensation for these losses. The Potgietersrust Platinums Limited mine in South Africa, for example, provides local women with access to the offset for the sustainable collection of firewood (Anglo Platinum, 2009). The IFC Performance Standards also contain provisions for identifying priority ecosystem services through a stakeholder engagement process and requirements for compensation under certain conditions (IFC, 2012). Other programmes allow developers some flexibility when selecting an indicator.",ENVIROTECH
"There may also be amounts incorporated as part of outpatient care from prescribing physicians (part of HC.1.3). This would imply that the consumption of pharmaceuticals involves not only the cost of the products (directly) purchased but also the cost of the complementary distribution services. Some other partial classes, such as pharmaceuticals under procurement, generics and ATC classes, may also be of interest for national purposes.",MEDTECH
"The agri-environment and farmland conservation schemes evaluate either farmers’ behaviour, or hectares of cover crops planted. Very few of the studies use more specific impact indicators. Exceptions include an index of biodiversity decline (Waldron et al. An overview of all other results is provided in Annex 2.",AGRITECH
"A report on energy efficiency courses suggests that there is a wide range of courses nationally relating specifically to energy efficiency and others that include some components of energy efficiency35. The report estimated there are 22 national training package qualifications, which included some components of energy efficiency, as well as 30 state accredited VET courses and 62 courses run by industries. In NSW, more than 7% of all students enrolled in TAFE NSW were participating in green skills training, well above the 5% target for 201336. The system needs to be flexible to respond to the rapidly changing regulatory and market environment.",CLEAN_ENERGY
"This underlines the importance of balanced rural development in order to create opportunities outside as well as within agriculture - and ensure that labour is “pulled” rather than “pushed” out of the sector. Attracting private investment in agriculture relies on a wide set of policies that go beyond agricultural policy, including macro-economic and sectoral policies. A coherent policy framework is an essential component of an attractive investment environment for all investors, be they domestic or foreign, small or large.",AGRITECH
"Of comparable impact is flooding, with the highest water levels in spring. In the area of Lvov and Busk towns in Ukraine, a high level of pollution by ammonium-nitrogen is observed. In the Ukrainian part, in the light of hydrochemical indicators, water quality got somewhat worse in 2009 as compared with 2008, which is consistent with a stable trend of deteriorating water quality as a result of the increase in discharges of non-treated and insufficiently treated urban and industrial wastewaters into the Bug. With the exception of Ambukov, located below the confluence of Hutshva River (where water was in quality category 4, class III, i.e. clean water according to the Ukrainian classification), water quality has been in category 3, class 111, i.e. “relatively clean water”. In the river section in Ukraine close to the border with Belarus, the most commonly occurring quality problems in 2008-2009 were phosphorus, nitrates and metals. Belarus reports that water flowing from upstream has an elevated level of dissolved solids.",ENVIROTECH
"They also help to establish treatment plans, to monitor responses to each treatment and to evaluate the results. They facilitate collaboration between medical staff and patients in different environments or geographically remote locations. Health services (telemedicine and teleconsultations) make it easier for patients to access expert diagnosis and advice for treatment that are not readily available.",MEDTECH
"Conversely, we are seeing the first decommissioning of 2G networks by AT&T in the US, with Verizon Wireless set to follow). At the city level, smart technologies, digitalization and data are drivers of smart urban development and smart sustainable cities. For example, for 2016, it is estimated that mobile-broadband networks (3G or above) reach 84% of the global population, but only 67% of the rural population.",DIGITAL_INFRA
"If large portions of these customary lands are leased to private holders, it affects food security and all subsistence activities for those who have previously relied on these natural resources. The dispossessed then squat in urban areas close to the capital. Twenty-one per cent of the participants did unpaid voluntary work in a church or NGO. Only 30 per cent had regular wage employment, and the majority of these were men. Twenty-five per cent said they had a bank account, and 25 per cent said there was a bank near their home. These last considerations are very important logistically when deciding whether or not social protection interventions should be cash transfers.",AGRITECH
"Thus the process of economic development is normally unbalanced, with some firms and sectors gaining market shares at the expense of others, and new products and production processes replacing older ones in a process of “creative destruction” (Schumpeter, 1942/2003). In this process, the accumulation of capital and knowledge (including that acquired through learning by doing) tends to concentrate wealth and economic power even further. But irrespective of cross-country differences in the level of effective inequality, the increase in inequality over time has given rise to growing concerns in many countries about its social and economic repercussions.",MANUFACTURING
"There is a need for better targeted measures, best achieved within the river basin management framework required by the WFD. Improvements in targeting could also be associated with the delineation of vulnerable areas under the Nitrates Directive, as appropriate. Source: IFA, OECD, Environment Directorate. Agriculture has contributed to the decline of the pollution-sensitive pearl mussel, a protected species of which Ireland hosts internationally important populations (Box 3.2).",AGRITECH
Problems with the inverters/charge page | 57 controllers accounted for 1099 sets (20.9%) followed by 657 problems with batteries (12.5%) and 363 problems with wind turbines (6.9%). On-site investigations suggested that the bearings of wind turbines were made out of unsuitable copper material. The main causes of the exceptionally high proportion of malfunctioning charge controllers/inverters were poor technical design and the utilisation of unsuitable material during assembly.,CLEAN_ENERGY
"Examples of activities that fall within this latter category include partnerships between development partners and companies that are facilitated by CSOs, and matching grant schemes where development partners’ financing goes to a third party to implement the activity. Activities to support the enabling environment / private sector development more broadly are included, if there is an implication of active private sector involvement (e.g. SME engagement / development programmes, business capacity building, value chain development activities, etc.). This is because development partners’ activities often pursue multiple objectives with the same activity. For example, in the case of an energy efficiency credit line, development partner objectives often include mobilising private finance, improving the environmental performance of businesses and strengthening existing financial systems for green finance.",CLEAN_ENERGY
"These issues are being addressed by the Government, which is improving access to financial services for smaller enterprises and rural households and strengthening social safety nets, but it will take time for the reforms to have an impact on household and corporate behaviour. In Japan, productivity gains are difficult to achieve due to ageing and declining population size. In the Republic of Korea, relatively low productivity in non-manufacturing sectors is a result of the favourable treatment given to the export-oriented manufacturing sector, and this situation has yet to be adequately resolved.",MANUFACTURING
"Though not providing the convenience of a monthly plan, the bundles allow lower income users a variety of options to access the mobile Internet at a low cost. The case of Zambia indicates that affordability is not a barrier to using the Internet but how much of it is consumed. Cost was given as only the third reason users select a mobile operator and the cost of Internet service only the fourth reason for not having Internet access (Figure 4.6).",DIGITAL_INFRA
"Portugal is highly dependent on imported fossil fuels, which has stimulated diversification of the energy mix. The increased use of both natural gas and renewable energy sources is the main reason for the decline in greenhouse gas emissions since 2005. The challenge will be to sustain this reduction once economic growth resumes, with a view to achieving Portugal’s targets by 2020. Portugal has also actively supported energy efficiency and renewable sources, and it is poised to meet its ambitious renewable energy target.",CLEAN_ENERGY
"The management and trade-off across various interests justifies public intervention. The quality of water has strong impacts on public health, w'hich justify the involvement of the ministry of health to define and set the quality standards for drinking water and wastewater treatment. The way wastewater is treated can also impact the environment, and, if ignored or badly managed, generate pollution and negatively impact other productive activities (farming, fishing and tourism).",ENVIROTECH
"The country has by far the lowest penetration of generic drugs in the EU (11% of the total volume of reimbursed pharmaceuticals versus 49% in Member States with available data in 2015) (Figure 14). To increase the use of generics, the Ministry of Health introduced a generic substitution policy in late 2014. Although there is no gatekeeping and outpatient contacts are low, it does not seem to lead to elevated numbers of hospital cases.",MEDTECH
"What procurement operations can be replaced or supported by electronic means? E-mail, Internet telephony (VoIP), video-conferencing and online discussion forums are easy to use and less expensive than the telephone, fax and regular mail. E-commerce applications have substantially improved purchasing and supply chain operations.",MANUFACTURING
"Furthermore, the size of wind energy turbines requires them to be produced closer to installation sites, which provides opportunities for manufacturers in regions near wind-energy installations, such as the Chicago-area 21-county region. However, the low price of coal-generated electricity in the US (Figure 2.1) will likely continue to exert pressure on wind technologies to become more cost-effective. A national price signal that internalises the environmental externalities associated with fossil fuels, such as a cap-and-trade programme or a carbon tax, could make renewable energy sources significantly more cost-competitive with fossil fuel sources, depending on the baseline price.",CLEAN_ENERGY
"Consequently, the oceans and resources therein are fundamental to the well-being of the Commonwealth. This is particularly so for the SIDS which may possibly not have other significant natural resources. Approximately 350 million jobs globally are linked to the oceans through fishing, aquaculture, coastal and marine tourism and research activities. Conversely, experts have issued a stark warning, if we continue on the current trajectory, only one third of the amount of fish available from capture fisheries in 1970 will still be available by 2050.",AGRITECH
"However, increases in standardisation reduce global inequality since these increase the productivity (reduce the mistake rate) of the poor countries proportionally more. The impact of the proliferation of GVCs on world inequality therefore depends on changes in complexity and in standardisation. They show that a transition from autarky, where supply chains are purely local, to complete goods market integration, where supply chains are both local and global, leads all workers in developing countries to move into earlier stages of production (their definition of downgrading) and all workers in developed countries to move into later stages (upgrading).",MANUFACTURING
"The purpose of this chapter is to summarise the issues considered in those appendices, drawing comparisons between management strategies for the two waste types. The section concludes by describing some opportunities and challenges for future management of these two waste types. However, there is a fundamental and essential similarity: both radioactive and hazardous wastes have the potential, if not managed appropriately, to cause environmental harm and to damage human health. More details are presented in Sections Al.l and A2.1.1. In late November 2008, after the text of this document had been prepared, the IAEA published a new Draft Safety Guide (DS390), in which it proposes six classes of radioactive waste.",ENVIROTECH
"However, the decentralisation experience in the agricultural sector has resulted in gains for water users who now have more local control and authority over how to manage water. Historical over-exploitation of agricultural water has been a factor in uniting water users in irrigating communities to design strategies that allow them to continue production. For example, the strategic goal of the Agenda related to “universal access to water services” makes a distinction between urban and rural regions for what regards wastewater treatment in medium-sized and rural localities, the construction of wells, and rainwater harvesting.",AGRITECH
"Normally, long-term exposure is required before harmful effects are seen. Reduced generation of hazardous wastes may indicate reduced industrial activities in a country, introduction of cleaner production in the industrial processes, changing patterns in consumers’ habits, or changes in national hazardous waste legislation. Waste represents a considerable loss of resources both in the form of materials and energy.",ENVIROTECH
"There are currently 355 entities on the list. It includes NGOs, PPPs and networks, multilateral organisations, universities, college or other teaching institution, research institute or other think-thanks. The entities are either conducting research, supporting access and use of ICTs, or financing projects relating to technology transfer, e.g. projects supporting renewable energy.",CLEAN_ENERGY
"Projects are often designed to respond to the needs of new or anticipated environmental legislation. In some cases, the national level work is coupled with support for local level or industry specific demonstration projects. This program was part of the preparation for a reform of the Pollution Control Act of Botswana. We do not explore this extensive history here, but simply provide some information on recent projects focused on chemicals.",ENVIROTECH
"This application differs according to the national context, but may also be affected by the sector or technology concerned, and by the specific objectives of innovation. Chapter 7 first discusses the national agenda for innovation (Section 7.1), and then turns to a number of specific policy challenges, namely the role of innovation for inclusive growth (Section 7.2), health innovation (Section 7.3), and the role of innovation in the green growth agenda (Section 7.4.). Particular attention will also be paid to innovation in the public sector (Section 7.5), which is important to improve effectiveness and efficiency within the public sector, but which can also help support innovation throughout the economy.",MEDTECH
"This includes, for instance, introduction of improved woodstoves, development of managed woodlots and forests for fuelwood and other community needs, promotion of biogas, solar, wind and other renewable technologies, off-grid rural electrification based on renewable electricity, introduction of efficient technologies such as compact fluorescents, and development of low carbon Clean Development Mechanism (CDM) projects in many sectors. Nonetheless, a number of general observations may have broad applicability. In the case of individuals, the difficult economic situation in many countries, limited access to information, limited access to resources, and low awareness of environmental issues related to the energy sector all serve to disempower and limit capacity - and the most vulnerable members of the community will typically be the most disempowered. In some countries with a strong tradition of participation and involvement, NGOs are key contributors to policy and program development in the country. In other countries the role of civil society organisations is severely constrained.",CLEAN_ENERGY
"Missed diagnostic opportunities and English general practice: a study to determine their incidence, confounding and contributing factors and potential impact on patients through retrospective review of electronic medical records. Literacy and health outcomes: A systematic review of the literature. Cost-Effectiveness of a Computerized Provider Order Entry System (COPE) in Improving Medication Safety Ambulatory Care ,Value Health.",MEDTECH
"See C. Correa, “Protecting Test Data for Pharmaceutical and Agrochemical Products under Free Trade Agreements”, in Negotiating Health, pp. As mentioned before, however, it is widely recognized that this obligation creates insurmountable barriers for generic producers in terms of financial resources and time. Where the protected data concern off-patent substances, a data exclusivity regime therefore erects an important new market access barrier for generic producers.",MEDTECH
"The law enforcement authorities of Tajikistan in the same year reported the seizure of 2,590 MDMA tablets, 2,025 phe-nobarbital tablets and 10 tablets of diazepam. The total amount of pharmaceutical preparations seized in Kyrgyzstan amounted to 3,604 grams in 2014. For 2014, there were reports of significant seizures of MDMA (“ecstasy”) in Israel and amphetamine in Saudi Arabia. The quantity of reported seizures of ATS in the Islamic Republic of Iran decreased considerably.",MEDTECH
"A viable package of alternatives to current policies could include the following elements: more open markets in renewable fuels, feedstocks, and food-feed commodities, efforts to ensure that production occurs where it is most socially and environmentally sustainable , increased scientific research on second generation biofuels and other pathways to reduce carbon emissions and to contribute to both energy and food security globally, and actions to improve efficiency of energy use, and thereby reduce demand and limit stress on finite resources, including those needed for food and feed production. This has resulted in a relatively constant level of support to the farm sector, while its composition made it less production and trade distorting. The degree of market distortion is particularly reduced if the direct payments are made with no requirement to produce.",CLEAN_ENERGY
"The challenge that will arise from this distinction is the need to develop an appropriate and inexpensive indicator to measure water potability. A distinct proposed target by UNSAGAB is “increasing wastewater management and pollution prevention”. While no indicators have been proposed, they may probably reflect wastewater collection, treatment and reuse.",ENVIROTECH
"Since the target is non-binding, imports from countries outside the European Union will not necessarily be increasing through the expected shortfall. In the long term, however, export demand is likely to increase due to the madatory share of 10% renewable energy in the transport sector in 2020 as defined in the RED. The price of fossil fuels and biofuel feedstocks, plus potential technological breakthroughs in second-generation biofuel production, amongst others, will influence the amount of biofuels that can be produced within the European Union and thus determine the import demand for biofuels.",CLEAN_ENERGY
"For certain (non-biological) medical waste, a temporary storage facility should be developed. This would avoid dumping part of medical waste until the incinerator comes on stream and create a back-up facility in case when the incinerator is not able to receive this waste due to maintenance or repair. At the moment, statistics for industrial waste do not include all waste and do not reflect the real situation. An environmental audit of functioning enterprises as well as abandoned industrial sites is needed in order to identify all sources of industrial (non-hazardous) and hazardous waste.",ENVIROTECH
"A better approach may therefore be the adoption of non-exclusive incentive regimes (i.e. compensatory liability) for new uses of known products, as discussed above. The original patent would comprise all uses, even those not known to the patentee at the time of filing the application. In countries where generic producers are capable of discovering new uses of patented pharmaceuticals, a government may favour the implementation of use-bound claims to provide generic producers some freedom to operate outside the original patent claims, in combination with provisions on “dependent patent” or public interest compulsory licenses, as outlined above. In addition, in order to minimize the risk of blocking effects, the protection of new uses of known products could be limited to nonexclusive models, such as a compensatory liability regime, recommended above. Due to the fact that such process claims may not cover all possible ways of manufacturing the resulting product, competitors are free to make the (pharmaceutical) product through a process that has not been claimed.",MEDTECH
"Globalisation has led to a loss of jobs - especially in the manufacturing sector - and this has been amplified by the economic crisis. Many cities, especially non-capital cities in Central and Eastern Europe, but also old industrial cities in Western Europe, face the serious threat of economic stagnation or decline. Our economies in their current form are unable to provide jobs for all.",MANUFACTURING
"Moreover, given that water supply growth is limited but domestic and industrial water demand are growing rapidly, a significant share of the additional water for domestic and industrial uses will come from the irrigation sector. This transfer will lead to a substantial increase in water scarcity for irrigation, giving rise to more conflicts, in the future, between water for food and water for other uses in many parts of the world. Policy reform including agricultural research and management in rainfed areas and changes in the management of irrigation and water supplies are therefore urgently needed to ensure sustainable water access and affordable food prices.",AGRITECH
"Exposure to emissions has resulted in respiratory diseases, high health costs, productivity losses, reduced visibility and a lower aesthetic value of the natural landscape (World Bank, 2010). To respond to the problem, the government has commissioned a number of wastewater treatment plants to recycle wastewater in an efficient way. Moreover, it has identified a series of reforms that could address the water and waste situation in the Kingdom (see water and sanitation section below).",ENVIROTECH
"It strives to create a sustainable living environment for all its citizens through the use of ICTs. Examples of what ICT can achieve include: (1) ICT-enabled information and knowledge sharing (2) ICT-enabled forecasts and (3) ICT-enabled integration. Data prediction, analytics, big data, open data, Internet of things (IoT), data accessibility and management, data security, mobile broadband, ubiquitous sensor networks, all become essential in the smart sustainable city and are predicated on a solid ICT infrastructure.",DIGITAL_INFRA
"With the goal to become one of the top performing higher education institutions worldwide as an APEX university, USM has set forth an agenda, Transforming Higher Education for a Sustainable Tomorrow in order to “support the drive to improve the wellbeing of humanity, the bottom billion.” The strengthening of the post-graduate programmes, in medical health, life sciences, health sciences, engineering and technology, and information technology is directly in line with regional priorities. Developing the pool of highly-qualified researchers and engineers is critical to the capacity of the region to compete on the basis of design and development and innovation in the electrical and electronics industry and other industries.",DIGITAL_INFRA
"Although Public Participation Geographic Information Systems (PPGIS) efforts have grown worldwide, there is a gap in the literature on implications of PPGIS for public administration. This chapter aims to narrow this gap through a literature survey of the PPGIS implications for government agencies. GIS technology has progressively advanced from traditional desktop-based GIS to Web GIS and Geospatial Web 2.0 platforms. The advancements have broadened GIS accessibility from the domain of expert users to the domain of lay citizens. Four major aspects are identified with respect to PPGIS implications for local e-government: the significance of context, technical GIS concerns, the institutional structure of participatory decision-making processes, and empowerment. The chapter highlights how these four aspects influence differential PPGIS efforts at the local level internationally, despite the greater technological accessibility.",DIGITAL_INFRA
"Attempts to systematise health technology assessment, w'hich is not generally carried out in Costa Rica, have also failed. The inability of the Ministry of Health to hold the CCSS and its providers to account has already been discussed. In turn, the ability of the CCSS to reform is significantly constrained by professional groups.",MEDTECH
"A drop in biofuel production is observed in all countries, as shown in Figure 9. In countries where the biofuel mandates are binding, abolition of both mandates and budgetary support significantly decreases biofuel production because it is not competitive with fossil fuels at crude oil prices assumed here. The decline in biofuel production in Brazil is comparatively small.",CLEAN_ENERGY
"These constraints impede the economy from responding to the boom in competitiveness provided by real depreciation. India has passed a new land acquisition law which may promote investment, but implementation of the new National Food Security Act will be fiscally costly and, along with the oil subsidy and other programmes, may keep the deficit high. Rupee devaluation has increased the costs of India’s oil and fertiliser subsidy, given the large size of its imports, and how the programme is structured.",AGRITECH
"It involves learning and various types of training, but also continuous efforts to develop institutions, political awareness, financial resources, technology systems and the wider enabling environment. Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.",CLEAN_ENERGY
"There is, however, no sewerage tariff harmonization for the locations serviced by ONEP, in contrast to tariffs for drinking water consumption (table 4.3). A tariff analysis of 42 wastewater treatment systems operated by ONEP around 2006 showed that the sanitation tariffs allowed recovery of only about 70 per cent of the operating costs, excluding depreciation allowances, financing costs and costs of maintenance of the infrastructure. In other words, given the general increase in major cost items for wastewater management, there has been an increasing gap between the actual tariffs and the level required for ensuring recovery of operating costs, let alone maintenance and depreciation.",ENVIROTECH
"This paper discusses the influence of public interest in European patent legislation on plant-related issues. It briefly explains the implications of patentability of biological material for plant breeding and describes the interests of all the stakeholders involved in the matter. It argues that a balance between stakeholders' concerns is needed in order to promote public interest in plant-related patents. For clarity, the vague concept of ""public interest"" is explained in light of economic theory and it is further elaborated as a guidance for legislators. To this purpose, the importance of international legal acts (Universal Declaration of Human Rights, International Covenant on Economic, Social and Cultural Rights, International Treaty on Plant Genetic Resources for Food and Agriculture, Convention on Biological Diversity and its Nagoya Protocol) as well as the European Citizens' Initiative introduced by the Lisbon Treaty is indicated.",AGRITECH
"The biggest challenge is to make these benefits available to all people everywhere. Only 25 percent of people in Sub-Saharan Africa are users, and only 42 percent of people in Asia and the Pacific and the Arab States are. In contrast, two-thirds of the population is online in the Americas and in the Commonwealth of Independent States. Basic mobile or fixed broadband plans cost much more in developing countries than in developed countries and cost the most in the least developed countries (figure 2.7). But digital divides exist even in developed countries.",DIGITAL_INFRA
"They act as a forum for aligning interests and timing across ministries and public agencies. A prominent example of a high-level structure acting as co-ordinating body is CONAGUA, the national water commission in Mexico (Box 4.1) and many LAC countries have also set up national water agencies, including Brazil, Cuba, the Dominican Republic, Guatemala, Panama and Peru (Box 4.2). It follows previous water-related administrations such as the Direction for Water, Land and Colonization (1917), the Nation Irrigation Commission (1926), the Ministry of Water Resources (1946), and the Ministry of Agriculture and Water Resources (1976). This decentralised agency of SEMARNAT is the highest institution for water resource management in Mexico, including water policy, water rights, planning, irrigation and drainage development, water supply and sanitation, and emergency and disaster management (with an emphasis on flooding). The 2004 amended National Water Law (NWL) restructured CONAGUA’s key functions through the transfer of responsibilities from the central level to sub-national entities.",AGRITECH
"These statistics will also form the basis for efforts to improve health-care quality in Turkey, which have already been growing in recent years. Many OECD health systems separate responsibilities for running and monitoring health-care services quite definitely, and the creation of 4 affiliated agencies under the ministry is a sign that Turkey is seriously considering the benefits of greater devolution of responsibilities for the health system. In the future Turkey might consider putting greater distance between functions such as accreditation and health technology assessment and the central Ministry of Health, especially when quality governance activities apply to public health-care services as well as private health-care services.",MEDTECH
